thread_id,message_id,message_date,subject,state,seller,order_number,order_date,delivery_date,supc,description,pack_size,brand,qty,qty_ordered,uom,unit_price,unit_basis,extended_price,is_third_party,is_oos,is_substitute,bucket
19b8a9a19eeb9aaf,19b8a9a19eeb9aaf,2026-01-04T20:01:52Z,Sysco Order #04301316 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04301316,01/04/2026,01/05/2026,7078475,Cilantro Bunch Iceless,1/30 CT,IMPERIAL FRESH,1.0,1.0,CS,22.99,,22.99,0,0,0,food
19b8a9a19eeb9aaf,19b8a9a19eeb9aaf,2026-01-04T20:01:52Z,Sysco Order #04301316 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04301316,01/04/2026,01/05/2026,2058881,Chives Fresh Herb,1/1 LB,IMPERIAL FRESH,1.0,1.0,CS,17.99,,17.99,0,0,0,food
19b8a9a19eeb9aaf,19b8a9a19eeb9aaf,2026-01-04T20:01:52Z,Sysco Order #04301316 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04301316,01/04/2026,01/05/2026,7218368,Shallot Whole Fresh,1/10 LB,IMPERIAL FRESH,1.0,1.0,CS,35.95,,35.95,0,0,0,food
19b8a9a19eeb9aaf,19b8a9a19eeb9aaf,2026-01-04T20:01:52Z,Sysco Order #04301316 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04301316,01/04/2026,01/05/2026,1185156,Pepper Jalapeno Fresh,1/5 LB,IMPERIAL FRESH,1.0,1.0,CS,13.95,,13.95,0,0,0,food
19b8a9a19eeb9aaf,19b8a9a19eeb9aaf,2026-01-04T20:01:52Z,Sysco Order #04301316 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04301316,01/04/2026,01/05/2026,5844220,Bean Black,6/#10,CASA SOLANA CLASSIC,1.0,1.0,CS,39.85,,39.85,0,0,0,food
19b8a9a19eeb9aaf,19b8a9a19eeb9aaf,2026-01-04T20:01:52Z,Sysco Order #04301316 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04301316,01/04/2026,01/05/2026,4011078,Pudding Vanilla Ready To Use,6/#10,SYSCO CLASSIC,1.0,1.0,CS,76.99,,76.99,0,0,0,food
19b8a9a19eeb9aaf,19b8a9a19eeb9aaf,2026-01-04T20:01:52Z,Sysco Order #04301316 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04301316,01/04/2026,01/05/2026,2916452,Drink Energy,24/12 OZ,RED BULL,1.0,1.0,CS,67.85,,67.85,0,0,0,beverage
19b9a831a687250f,19b9a831a687250f,2026-01-07T22:10:41Z,Sysco Order #04309562 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04309562,01/07/2026,01/08/2026,5172253,Mix Pancake Waffle Buttermilk Complete,6/5 LB,KRUSTEAZ,1.0,1.0,CS,84.65,,84.65,0,0,0,food
19b9a831a687250f,19b9a831a687250f,2026-01-07T22:10:41Z,Sysco Order #04309562 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04309562,01/07/2026,01/08/2026,7077653,Pangasius Filet Iqf 7-9 Ounce,1/15LB,PORTICO CLASSIC SEAFOOD,2.0,2.0,CS,47.45,,94.9,0,0,0,food
19b9a831a687250f,19b9a831a687250f,2026-01-07T22:10:41Z,Sysco Order #04309562 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04309562,01/07/2026,01/08/2026,2575926,Cheese American Loaf Special Melting White,6/5 LB,CASA SOLANA IMPERIAL,1.0,1.0,CS,86.99,,86.99,0,0,0,food
19b9a831a687250f,19b9a831a687250f,2026-01-07T22:10:41Z,Sysco Order #04309562 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04309562,01/07/2026,01/08/2026,1094697,Onions White Jumbo Bag,1/50LB,IMPERIAL FRESH,1.0,1.0,CS,30.95,,30.95,0,0,0,food
19b9a831a687250f,19b9a831a687250f,2026-01-07T22:10:41Z,Sysco Order #04309562 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04309562,01/07/2026,01/08/2026,7380755,Chicken Leg Whole Raw Frozen,4/5#AVG,RED BIRD INC (POULTRY),2.0,2.0,CS,2.599,LB,98.76,0,0,0,food
19b9a831a687250f,19b9a831a687250f,2026-01-07T22:10:41Z,Sysco Order #04309562 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04309562,01/07/2026,01/08/2026,7210106,Onion Red Jumbo Sack,10/5 LB,IMPERIAL FRESH,1.0,1.0,CS,36.75,,36.75,0,0,0,food
19b9a831a687250f,19b9a831a687250f,2026-01-07T22:10:41Z,Sysco Order #04309562 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04309562,01/07/2026,01/08/2026,5661143,Tomato Cherry Heirloom Mix,12/.5 PTS,PACKER,1.0,1.0,CS,40.95,,40.95,0,0,0,food
19b9a831a687250f,19b9a831a687250f,2026-01-07T22:10:41Z,Sysco Order #04309562 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04309562,01/07/2026,01/08/2026,1008663,Tomato 2 Layer 5x6 Fresh,1/60 CT,IMPERIAL FRESH,1.0,1.0,CS,30.45,,30.45,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,5848056,Rice Long Grain & Wild,6/36OZ,SYSCO IMPERIAL,1.0,1.0,CS,61.65,,61.65,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,5934567,Liner Trash 39 Inch X 56 Inch 1.7 Mil Silver Linear Low-density Polyethylene (lldpe),50/55GAL,SYSCO CLASSIC,2.0,2.0,CS,44.09,,88.18,0,0,0,non_food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,8139529,"Tortilla Flour 14""",8/12CT,LA BANDERITA,1.0,1.0,CS,47.65,,47.65,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,5061643,Oil Salad Canola Zero Trans Fat,1/35 LB,SYSCO CLASSIC,1.0,1.0,CS,42.65,,42.65,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,1491552,"Bun Brioche 4.5""",8/10CT,TURANO,2.0,2.0,CS,56.34,,112.68,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,3617531,Vegetarian Blend Sweet Potato & Roasted Root Vegetables,6/2.5LB,SYSCO SUPREME,1.0,1.0,CS,56.45,,56.45,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,3554615,"Potato Fry 5/16"" Beer Extra Long",6/5 LB,SYSCO IMPERIAL,3.0,3.0,CS,55.0,,165.0,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,7085140,Corn Yellow Roasted Blend,6/2.5LB,SYSCO IMPERIAL,1.0,1.0,CS,50.59,,50.59,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,2369233,Chicken Wing Steamed Precooked Large,2/5LB,SYSCO CLASSIC,5.0,5.0,CS,43.95,,219.75,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,9702150,Pretzel Soft Bavarian 7 Oz,10/4 PK,TEXAS TWIST,1.0,1.0,CS,79.95,,79.95,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,7235243,Chicken Breast Cutlet 5 Ounce,4/5 LB,RED BIRD INC (POULTRY),2.0,2.0,CS,5.359,LB,221.52,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,9448986,Beef Cheek Meat,1/30 LB,PACKER,1.0,1.0,CS,4.959,LB,147.31,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,7210310,Buttermilk Whole Qt,12/1 QT,MEADOW GOLD,1.0,1.0,CS,35.85,,35.85,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,6935464,Cream Heavy 40% Extended Shelf Life Stabilized,12/32OZ,WHOLESOME FARMS CLASSIC,1.0,1.0,CS,56.45,,56.45,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,3029614,Butter Clarified 4-5#,4/5 LB,WHOLESOME FARMS CLASSIC,1.0,1.0,CS,86.95,,86.95,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,3030117,Butter Solid Unsalted 83% Minimum Butterfat European,36/1 LB,WHOLESOME FARMS IMPERIAL,1.0,1.0,CS,113.9,,113.9,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,2058881,Chives Fresh Herb,1/1 LB,IMPERIAL FRESH,1.0,1.0,CS,17.99,,17.99,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,1675909,Lettuce Greens Leaf Fresh,4/6 CT,SYSCO/FRESHPOINT NATURAL,1.0,1.0,CS,26.36,,26.36,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,1675719,Cabbage Red Shredded Fresh,4/5 LB,IMPERIAL FRESH,2.0,2.0,EA,13.95,,27.9,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,9927799,Pepper Jalapeno Fresh,1/10 LB,IMPERIAL FRESH,1.0,1.0,CS,31.99,,31.99,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,6206551,Mustard Yellow Jug,6/6.5 LB,HEINZ,1.0,1.0,CS,60.76,,60.76,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,2575926,Cheese American Loaf Special Melting White,6/5 LB,CASA SOLANA IMPERIAL,1.0,1.0,CS,86.99,,86.99,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,5134365,Egg Breakfast Blend Scramble Mix Cgfr,15/2 LB,WHOLESOME FARMS IMPERIAL,1.0,1.0,CS,83.95,,83.95,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,7182310,Egg Shell Medium White Aa Cage Free,1/15 DZ,WHOLESOME FARMS IMPERIAL,1.0,1.0,CS,19.27,,19.27,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,7199866,Egg Hardcooked Cgfree Hard Pk,12/12 CT,WHOLESOME FARMS IMPERIAL,1.0,1.0,CS,64.99,,64.99,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,1007350,Avocado Hass Breaking Fresh,1/48 CT,PROPACK,1.0,1.0,CS,41.95,,41.95,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,1008663,Tomato 2 Layer 5x6 Fresh,1/60 CT,IMPERIAL FRESH,1.0,1.0,CS,28.55,,28.55,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,7210106,Onion Red Jumbo Sack,10/5 LB,IMPERIAL FRESH,1.0,1.0,CS,36.75,,36.75,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,1094697,Onions White Jumbo Bag,1/50LB,IMPERIAL FRESH,1.0,1.0,CS,30.95,,30.95,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,1120625,Celery Fresh,1/24 CT,IMPERIAL FRESH,1.0,1.0,CS,79.95,,79.95,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,1423726,Container Paper #4 Takeout Kraft,2/45CT,EARTH PLUS,1.0,1.0,CS,52.95,,52.95,0,0,0,non_food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,5793963,"Grill Brick 3.5"" Thick",12/1EA,SYSCO SUPPLIES CLASSIC,1.0,1.0,CS,22.99,,22.99,0,0,0,non_food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,6040885,Pasta Cavatappi 100% Durum Wheat Semolina,2/10 LB,PASTA LABELLA,1.0,1.0,CS,32.99,,32.99,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,8516029,"Potato Sweet Julienne .188""",5/3 LB,LAMB WESTON,1.0,1.0,CS,49.95,,49.95,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,7644909,Fry On Shortening Frying Liquid,1/35 LB,SYSCO PREMIUM,6.0,6.0,CS,57.59,,345.54,0,0,0,food
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,2916452,Drink Energy,24/12 OZ,RED BULL,1.0,1.0,CS,67.85,,67.85,0,0,0,beverage
19bbebc824e547a5,19bbebc824e547a5,2026-01-14T22:59:43Z,Sysco Order #04324390 - Order Allocated - LARIAT,allocated,Sysco Standard Delivery,04324390,01/14/2026,01/15/2026,4689212,Anchovy Fillet Easy Open Tin In Olive Oil,12/13 OZ,ARREZZIO CLASSIC,1.0,1.0,EA,15.68,,15.68,0,0,0,food
19be28eb88cfc57e,19be28eb88cfc57e,2026-01-21T21:56:02Z,Sysco Order Jan 20 2026 12:28 AM  - Order Confirmation - LARIAT,confirmation,Sysco Standard Delivery,04338192,01/21/2026,01/21/2026,3852940,Beef Ground Chuck Brisket Shortrib Patty,24/7 OZ,BUCKHEAD PRIDE/ NEWPORT PRIDE,6.0,6.0,CS,72.99,,437.94,0,0,0,food
19be28eb88cfc57e,19be28eb88cfc57e,2026-01-21T21:56:02Z,Sysco Order Jan 20 2026 12:28 AM  - Order Confirmation - LARIAT,confirmation,Sysco Standard Delivery,04338192,01/21/2026,01/21/2026,3777570,Bacon Shingle Center-cut 7-9 Per Pound Honey Gas Flushed,1/15#,DAILYS BACON,2.0,2.0,CS,65.99,,131.98,0,0,0,food
19be28eb88cfc57e,19be28eb88cfc57e,2026-01-21T21:56:02Z,Sysco Order Jan 20 2026 12:28 AM  - Order Confirmation - LARIAT,confirmation,Sysco Standard Delivery,04338192,01/21/2026,01/21/2026,2386159,"Tortilla Flour Pressed 10""",12/12CT,CASA SOLANA CLASSIC,3.0,3.0,CS,56.3,,168.9,0,0,0,food
19be28eb88cfc57e,19be28eb88cfc57e,2026-01-21T21:56:02Z,Sysco Order Jan 20 2026 12:28 AM  - Order Confirmation - LARIAT,confirmation,Sysco Standard Delivery,04338192,01/21/2026,01/21/2026,5204383,Pan Coating Professional,6/16 OZ,SYSCO SUPREME,1.0,1.0,CS,40.87,,40.87,0,0,0,food
19be28eb88cfc57e,19be28eb88cfc57e,2026-01-21T21:56:02Z,Sysco Order Jan 20 2026 12:28 AM  - Order Confirmation - LARIAT,confirmation,Sysco Standard Delivery,04338192,01/21/2026,01/21/2026,2406189,Cheese Cheddar Jack Fancy Shredded,4/5LB,CASA SOLANA IMPERIAL,1.0,1.0,CS,57.45,,57.45,0,0,0,food
19be28eb88cfc57e,19be28eb88cfc57e,2026-01-21T21:56:02Z,Sysco Order Jan 20 2026 12:28 AM  - Order Confirmation - LARIAT,confirmation,Sysco Standard Delivery,04338192,01/21/2026,01/21/2026,7126651,Sauce Worcestershire,4/1GAL,SYSCO CLASSIC,1.0,1.0,EA,10.92,,10.92,0,0,0,food
19be28eb88cfc57e,19be28eb88cfc57e,2026-01-21T21:56:02Z,Sysco Order Jan 20 2026 12:28 AM  - Order Confirmation - LARIAT,confirmation,Sysco Standard Delivery,04338192,01/21/2026,01/21/2026,7063131,Pickle Chip Bread Butter Refrigerated 500-650 Count,1/2 GAL,BLOCK & BARREL CLASSIC,3.0,3.0,CS,30.39,,91.17,0,0,0,food
19be28eb88cfc57e,19be28eb88cfc57e,2026-01-21T21:56:02Z,Sysco Order Jan 20 2026 12:28 AM  - Order Confirmation - LARIAT,confirmation,Sysco Standard Delivery,04338192,01/21/2026,01/21/2026,2227007,Carrots Fresh Jumbo,1/25 LB,IMPERIAL FRESH,1.0,1.0,CS,26.55,,26.55,0,0,0,food
19be28eb88cfc57e,19be28eb88cfc57e,2026-01-21T21:56:02Z,Sysco Order Jan 20 2026 12:28 AM  - Order Confirmation - LARIAT,confirmation,Sysco Standard Delivery,04338192,01/21/2026,01/21/2026,8379251,Flour All Purpose Hotel & Restaurant Bleached,1/25LB,SYSCO CLASSIC,1.0,1.0,CS,10.69,,10.69,0,0,0,food
19be28eb88cfc57e,19be28eb88cfc57e,2026-01-21T21:56:02Z,Sysco Order Jan 20 2026 12:28 AM  - Order Confirmation - LARIAT,confirmation,Sysco Standard Delivery,04338192,01/21/2026,01/21/2026,5230057,Extract Vanilla Pure,6/32 OZ,SYSCO IMPERIAL/MCCORMICK,1.0,1.0,EA,82.65,,82.65,0,0,0,food
19be28eb88cfc57e,19be28eb88cfc57e,2026-01-21T21:56:02Z,Sysco Order Jan 20 2026 12:28 AM  - Order Confirmation - LARIAT,confirmation,Sysco Standard Delivery,04338192,01/21/2026,01/21/2026,1423726,Container Paper #4 Takeout Kraft,2/45CT,EARTH PLUS,2.0,2.0,CS,52.95,,105.9,0,0,0,non_food
19be28eb88cfc57e,19be28eb88cfc57e,2026-01-21T21:56:02Z,Sysco Order Jan 20 2026 12:28 AM  - Order Confirmation - LARIAT,confirmation,Sysco Standard Delivery,04338192,01/21/2026,01/21/2026,7585326,"Bread Sourdough Thick Sliced .75""",6/32 OZ,ROTELLA,1.0,1.0,CS,38.95,,38.95,0,0,0,food
19be28eb88cfc57e,19be28eb88cfc57e,2026-01-21T21:56:02Z,Sysco Order Jan 20 2026 12:28 AM  - Order Confirmation - LARIAT,confirmation,Sysco Standard Delivery,04338192,01/21/2026,01/21/2026,1675909,Lettuce Greens Leaf Fresh,4/6 CT,SYSCO/FRESHPOINT NATURAL,1.0,1.0,CS,26.36,,26.36,0,0,0,food
19be28eb88cfc57e,19be28eb88cfc57e,2026-01-21T21:56:02Z,Sysco Order Jan 20 2026 12:28 AM  - Order Confirmation - LARIAT,confirmation,Sysco Standard Delivery,04338192,01/21/2026,01/21/2026,5934567,Liner Trash 39 Inch X 56 Inch 1.7 Mil Silver Linear Low-density Polyethylene (lldpe),50/55GAL,SYSCO CLASSIC,1.0,1.0,CS,45.45,,45.45,0,0,0,non_food
19be28eb88cfc57e,19be28eb88cfc57e,2026-01-21T21:56:02Z,Sysco Order Jan 20 2026 12:28 AM  - Order Confirmation - LARIAT,confirmation,Sysco Standard Delivery,04338192,01/21/2026,01/21/2026,3554615,"Potato Fry 5/16"" Beer Extra Long",6/5 LB,SYSCO IMPERIAL,3.0,3.0,CS,55.0,,165.0,0,0,0,food
